epoch;acc;loss;val_acc;val_loss
0;0.0;15.33323860168457;0.4000000059604645;9.199943542480469
0;0.0;15.33323860168457;0.20000000298023224;12.26659107208252
0;1.0;-0.0;0.800000011920929;3.06664776802063
0;1.0;-0.0;0.4000000059604645;9.199943542480469
0;0.0;15.33323860168457;0.6000000238418579;6.13329553604126
0;1.0;-0.0;0.20000000298023224;12.26659107208252
0;0.0;15.33323860168457;0.6000000238418579;6.13329553604126
0;0.0;15.33323860168457;0.20000000298023224;12.26659107208252
0;0.0;15.33323860168457;0.4000000059604645;9.199943542480469
0;1.0;-0.0;0.4000000059604645;9.199943542480469
0;0.0;15.33323860168457;0.800000011920929;3.06664776802063
0;1.0;-0.0;0.20000000298023224;12.26659107208252
0;0.0;15.33323860168457;0.6000000238418579;6.13329553604126
0;1.0;-0.0;0.4000000059604645;9.199943542480469
0;1.0;-0.0;0.6000000238418579;6.13329553604126
0;0.46545455;8.19631309075789;0.4464285671710968;9.966604232788086
