epoch,acc,loss,val_acc,val_loss
0,0.5646529566199736,0.6730449169031452,0.5551546375776074,0.6742901021672278
1,0.6023136254754349,0.6265799947906583,0.5886597962109084,0.6181677899409815
2,0.6199228799971332,0.6075871808976318,0.6257731982113159,0.5806622259395638
3,0.6497429305146469,0.5715219820526388,0.5989690779410687,0.654417184824796
4,0.6775064271489268,0.5438266659303925,0.6958762889670342,0.5849723330478078
5,0.6804627232196092,0.5467156841393301,0.667525772274155,0.5320356002787954
6,0.7199228800507621,0.5174113038572983,0.664432989260585,0.5453641927733863
7,0.7438303368563517,0.5154637558754428,0.7350515459001679,0.5581225476314112
8,0.7582262235006514,0.5131065103112885,0.634536084747806,0.6184629284843957
9,0.786503856470162,0.48605240670758226,0.7257731962449772,0.5701900717523909
10,0.7877892055057928,0.48629997911980344,0.7778350501945338,0.517801702329793
11,0.79524421676572,0.47350088152603503,0.7561855690995443,0.5585838932659208
12,0.7955012876147782,0.4629120986458575,0.694329896538528,0.6607145144767368
13,0.7937018019374661,0.45635905478791283,0.7664948400762892,0.5415177243886534
14,0.8068123410783881,0.44855245499653806,0.7381443307571804,0.5672367408718031
15,0.8124678675803549,0.44341484757959077,0.764432990673891,0.5247253754089788
16,0.821850900938088,0.4253474420324389,0.7639175241755456,0.5572209725367654
17,0.8200514132688468,0.43184788402524277,0.7680412358844403,0.5351759685376256
18,0.8205655537411609,0.43220632747390275,0.7582474234177894,0.5551045980957365
19,0.8347043699960782,0.4177650251930967,0.7087628869051786,0.6585319627498843
20,0.8392030848022598,0.4151518801873631,0.7577319599918484,0.5898451497874309
21,0.83496144007901,0.4154747821831152,0.7788659831912247,0.5723117058424606
22,0.84293059119835,0.4040050168729993,0.8144329933776069,0.4772255211761317
23,0.8438303357224844,0.39954918065613526,0.7932989689492688,0.5078157582848343
24,0.8453727514700902,0.3964916139764467,0.7994845355908895,0.5226534356161491
25,0.8460154243790399,0.39280386726853167,0.7814432978630066,0.5240186793902486
26,0.8502570680297126,0.3838882090806348,0.7845360845634618,0.5345296331287659
27,0.8515424162992169,0.3838168029460319,0.7994845371270917,0.5021713995134708
28,0.8580976856398399,0.3780374647642469,0.7804123703966436,0.5543057042913339
29,0.8584832892319844,0.373355555771862,0.785567016331191,0.5156341778863337
30,0.8641388168065285,0.3628825457972549,0.8020618607088462,0.5129302955165351
31,0.8658097677488253,0.3569723245493857,0.7268041243258211,0.5621843645253133
32,0.8616966563815629,0.3680648650868693,0.7829896905987533,0.5628652804598366
33,0.86426734970284,0.3571262287028651,0.7762886623746341,0.5219720108914621
34,0.8655526990449214,0.3505454367376232,0.804123711954687,0.49791158720390083
35,0.8781490984796558,0.3381538988691982,0.7891752615417402,0.5207751456302466
36,0.8703084810227538,0.3397556094208536,0.7664948468355789,0.556361705372014
37,0.8757069409659711,0.33933330568602277,0.7974226843450487,0.57082445420248
38,0.8710796883602682,0.34451466381243384,0.8144329896907216,0.49437337130615394
39,0.8760925437919891,0.33105228312677465,0.7974226812726444,0.5033660418901247
40,0.8763496120362172,0.3382298138117116,0.8180412379736753,0.4990591399141194
41,0.880077118279082,0.3255161398059298,0.7556701050591224,0.5504496613728631
42,0.8834190210830276,0.31787825391117897,0.8041237144126105,0.5226698841169938
43,0.8808483277617506,0.32835710543784813,0.8041237125691679,0.5238588719638353
44,0.8809768612709634,0.3226216733264126,0.818041239817118,0.5093720178935945
45,0.8826478128261616,0.3199746167062181,0.8056701071483573,0.5216539621967631
46,0.8825192768653438,0.31662166455717505,0.8046391772240707,0.5290361216541418
47,0.8859897137914035,0.31791064522413487,0.8159793799685449,0.4936614556564498
48,0.8862467846404617,0.3156899634394364,0.8139175299516658,0.4939739877722927
49,0.8881748044398879,0.3105240069846874,0.7814433015498918,0.5274871331207531
