epoch;acc;loss;val_acc;val_loss
0;0.5090909;0.6971198759295724;0.5666666626930237;0.6615493893623352
1;0.5354546;0.6859196299856359;0.5259259343147278;0.6671091318130493
2;0.58272725;0.6628779373385689;0.6222222447395325;0.6844760775566101
3;0.5427273;0.6782125264406205;0.5555555820465088;0.6155315637588501
4;0.6618182;0.6389256076379256;0.6666666865348816;0.5863171815872192
5;0.70363635;0.6295289863239635;0.6740740537643433;0.6393076181411743
6;0.72818184;0.6168208238753405;0.644444465637207;0.6425138115882874
7;0.7245455;0.6140308553522283;0.5703703761100769;0.7176814675331116
8;0.72818184;0.6109330494295467;0.6592592597007751;0.5179554224014282
9;0.75363636;0.5963064586574381;0.6888889074325562;0.5431920886039734
10;0.7618182;0.5844854216683995;0.6629629731178284;0.7430645227432251
11;0.7754545;0.5723318444056944;0.7111111283302307;0.5684083700180054
12;0.7836364;0.5643814528530294;0.7037037014961243;0.5302450656890869
13;0.7854546;0.5560307808897712;0.7111111283302307;0.4772568643093109
14;0.7845455;0.5570240687240254;0.6888889074325562;0.6845535039901733
15;0.7909091;0.5471631770784204;0.699999988079071;0.7536560297012329
16;0.79727274;0.5401408393274654;0.7222222089767456;0.5498179197311401
17;0.8027273;0.5252343744039536;0.6481481194496155;0.3603435158729553
18;0.8109091;0.5181012058799918;0.7222222089767456;0.7479763031005859
19;0.8036364;0.5183633517135273;0.7111111283302307;0.6824117302894592
20;0.8;0.5202186803926121;0.7222222089767456;0.38902410864830017
21;0.81454545;0.5036418012597345;0.6740740537643433;0.7591272592544556
22;0.8263636;0.4930671209638769;0.6962962746620178;0.8645098805427551
23;0.8281818;0.48502955843101847;0.699999988079071;0.787084698677063
24;0.8281818;0.47740335058082234;0.699999988079071;0.632123589515686
25;0.8209091;0.4930536990815943;0.699999988079071;0.31213822960853577
26;0.8290909;0.4735734468156641;0.699999988079071;0.711296796798706
27;0.84181815;0.46099595590071246;0.729629635810852;0.554652214050293
28;0.8381818;0.45896905687722295;0.6740740537643433;0.6463915109634399
29;0.83363634;0.460582773251967;0.7259259223937988;0.5794721245765686
30;0.8445455;0.447783119299195;0.7185184955596924;0.818010687828064
31;0.78909093;0.518368312581019;0.6888889074325562;0.8234491348266602
32;0.8381818;0.4584187549623576;0.7111111283302307;0.29203441739082336
33;0.84636366;0.43884437084197997;0.7185184955596924;0.75505131483078
34;0.85545456;0.426448073441332;0.7148148417472839;0.5017983317375183
35;0.8372727;0.4387775097380985;0.6925926208496094;0.6508923172950745
36;0.84636366;0.42768209698525345;0.7259259223937988;0.41103440523147583
37;0.82363635;0.4671534845774824;0.699999988079071;0.8451517224311829
38;0.8536364;0.4197140310298313;0.7037037014961243;0.8219040632247925
39;0.85636365;0.41340558366342023;0.6851851940155029;0.8006972074508667
40;0.85727274;0.41126918494701387;0.7074074149131775;0.5616568922996521
41;0.86;0.4004743236032399;0.7259259223937988;0.8495324850082397
42;0.86545455;0.39650577889247374;0.6851851940155029;0.8134768605232239
43;0.87;0.38739068819717926;0.6777777671813965;0.6496843099594116
44;0.87545455;0.3810272518884052;0.7259259223937988;0.7993963956832886
45;0.87;0.3831046928058971;0.6962962746620178;0.8766989707946777
46;0.8718182;0.381379363889044;0.6518518328666687;0.6701241135597229
47;0.87454545;0.37699206999757073;0.6925926208496094;0.5174809694290161
48;0.8727273;0.37200405462221664;0.6851851940155029;0.5935019254684448
49;0.88272727;0.36216481246731497;0.7074074149131775;0.6364622116088867
0;0.8790909;0.35718148188157517;0.6962962746620178;0.4169355034828186
