epoch;acc;loss;val_acc;val_loss
0;0.5919023;0.667366963272536;0.589175283908844;0.6143609285354614
0;0.6275064280606174;0.6232770109850827;0.6314432965111487;0.6003708418497106
1;0.6524421604862556;0.5973791634055826;0.6180412382194677;0.6589759720354965
2;0.6821336771497997;0.5644990646287531;0.6793814424386958;0.5707329066143823
3;0.6955012849946255;0.5482232422019645;0.6814433001365858;0.5504449999209532
4;0.7043701789526217;0.5336942422206113;0.7030927839967394;0.5370550696382818
5;0.7203084838727446;0.5111582528962574;0.6670103073120117;0.5560939017030382
6;0.7482005150888144;0.49456302243210665;0.7319587622721171;0.525626459379786
7;0.7512853473501524;0.48445795886314313;0.734536081245265;0.5265715420246124
8;0.754884319317678;0.4741061277361946;0.7242268028947496;0.5152007365964123
9;0.7717223666933938;0.45365154080495124;0.7453608242506834;0.4890790655440891
10;0.7726221104514016;0.4432591597494552;0.7340206196627665;0.5503065675189814
11;0.7753213374351168;0.43912314433977967;0.7293814463713735;0.5870610450960926
12;0.7870179966360255;0.4295287229178191;0.7536082488974345;0.5287910899550644
13;0.7893316212533985;0.4216978611630462;0.7567010306820428;0.5020613381543111
14;0.8102827773915465;0.3991052666176254;0.731958767187964;0.5695165824337104
15;0.7978149097805465;0.40424644326489506;0.7087628853689764;0.5910214643502972
16;0.8165809780282656;0.3852382761577101;0.7041237139210259;0.5429522809908562
17;0.8200514160269023;0.38460493758129277;0.7298969064176697;0.5380012199436266
18;0.8217223677353258;0.3769513056026939;0.741237110698346;0.5338946898880693
19;0.8257069420691934;0.36816485839055557;0.7438144327438984;0.573775036126068
20;0.8314910042255275;0.36009601356131254;0.7463917523315272;0.5172857718983876
21;0.8321336771344771;0.37035301032746665;0.75979381185217;0.5389998430751034
22;0.8437018002213427;0.34831702893068367;0.7783505166928792;0.45977177140639003
23;0.8480719792199318;0.34151713044447274;0.7860824772992085;0.4868016839795506
24;0.8482005131888206;0.3471163136831899;0.7773195910699588;0.49033555803225215
0;0.8552699216227299;0.3339701488345938;0.7716494853963557;0.4871141641717596
1;0.8596401015406709;0.32298137701492385;0.7865979376527452;0.4718463148960133
2;0.8627249359471633;0.31916180222383805;0.7448453645116275;0.5070070550613797
3;0.8672236516726967;0.3101654637097393;0.7747422684099257;0.5042053088545799
4;0.8709511557704073;0.31037654616609023;0.7752577324503476;0.5348544920381811
5;0.8722365003625041;0.3009089455966165;0.7860824791426512;0.48105435918286904
6;0.8757069388208168;0.3014867378154573;0.7850515461459602;0.49420030852875757
7;0.8799485849230946;0.29194638096658;0.800515465515176;0.5026168912341914
8;0.8852185058409879;0.28459040719086837;0.7412371143852312;0.6509958872782815
9;0.8901028253118912;0.27977330942463446;0.7974226849595296;0.47934605442371564
0;0.8822622083146652;0.29115756388495084;0.7958762897658593;0.5271566066238069
1;0.8876606658062776;0.2799659961772302;0.7773195892265162;0.60443324050338
0;0.8794344465959348;0.2915040819611218;0.7747422690244065;0.47085172936473924
1;0.8838046228364684;0.2853311464420321;0.7654639205981776;0.5471448096417889
2;0.889588685758929;0.2734093298335921;0.7963917562642049;0.5077523131345966
3;0.8899742895042988;0.2726973674061366;0.7603092805011985;0.5944100833430732
4;0.8928020533681835;0.2685402325596325;0.7984536099679691;0.5101771163418121
5;0.8965295588449218;0.2632782328251395;0.7902061865501797;0.5375811153465939
6;0.9015424125911644;0.2537222381173645;0.7958762909948212;0.5365292115002563
7;0.9014138764771213;0.2518878486725696;0.7912371140165427;0.510994264606348
8;0.9087403539213852;0.23731116790583018;0.7938144342186525;0.5458834938628158
9;0.9065552652648298;0.23757483749853922;0.7793814435447615;0.5660501498844206
