epoch,acc,loss,val_acc,val_loss
0,0.5553984585335444,0.676881736991951,0.5551546411108725,0.6766968443221653
1,0.5906169690325818,0.6545841770490828,0.5819587639926636,0.6561268101033476
2,0.6537275065339929,0.6273169667677891,0.6752577319587629,0.6182606604295907
3,0.6919023134101633,0.6019184310515926,0.6319587620877728,0.7108118979586768
4,0.7053984577520954,0.5905140887342566,0.7051546361643014,0.5885157354713715
5,0.7320051409284989,0.5683356932625366,0.6958762874308321,0.5955288339521467
6,0.7356041142750522,0.5573712963524698,0.6180412360687846,0.6417445337649473
7,0.7494858611365517,0.5399916199608144,0.7386597923396789,0.5477797118658873
8,0.7637532138885753,0.5137373539966299,0.7742268037550228,0.4964127107379363
9,0.7802056584382732,0.48556249989029066,0.7087628841400146,0.5756018376841987
10,0.7935732670492256,0.461463049896885,0.7623711320542798,0.4906171314495126
11,0.8082262242361329,0.4432286403326265,0.7788659831912247,0.4650962994885199
12,0.8253213375576971,0.4114328758422391,0.7989690752373528,0.4590796852849193
13,0.8322622107969152,0.386023857791197,0.7850515479894028,0.47696633222176854
14,0.8465295605610452,0.3675428460948265,0.7974226806581635,0.4744852885757525
15,0.8491002583258562,0.3533857037483267,0.8046391827543986,0.4670035594056562
16,0.8516709502681056,0.33385210807954746,0.790721648747159,0.49742080824276835
17,0.8669665786784841,0.3135877174820875,0.5680412388953966,0.8833642829324782
18,0.8724935713647877,0.29996817593479524,0.7871134041510907,0.47914514759766685
19,0.8753213340028699,0.29966812226490375,0.7489690731481179,0.5520221795310679
20,0.8803341880555631,0.2871420003263074,0.7881443319246941,0.5408469606766996
21,0.8917737750283856,0.2653780999595831,0.8154639171570847,0.4484144476885648
22,0.9010282731914275,0.2500169196364812,0.8103092810542313,0.48970682634828017
23,0.8960154182193825,0.2512912747945761,0.8010309320135215,0.5194241668760162
24,0.9056555230390749,0.2393380737071019,0.7845360864069044,0.5279696678224298
25,0.9136246720132607,0.22977270790229726,0.8046391766095898,0.48917158055551274
26,0.9140102774441089,0.2268788302006023,0.804639175995109,0.4829500816839257
27,0.9224935658180315,0.20699750978719914,0.795876291609302,0.5424568032481006
